youtube_id,label,path
yOxwwOsWRNY,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\yOxwwOsWRNY_001909_001919.mp4
aXcBFycf5ZA,texting,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\aXcBFycf5ZA_000009_000019.mp4
iSYnaZj6drE,texting,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\iSYnaZj6drE_000260_000270.mp4
fkHVGx4pHpo,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\fkHVGx4pHpo_000116_000126.mp4
nzYor7LoUws,spraying,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\nzYor7LoUws_000027_000037.mp4
Jb13nJjAorI,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\Jb13nJjAorI_000267_000277.mp4
8EM3ULtP3RE,riding camel,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\8EM3ULtP3RE_000050_000060.mp4
1Mjxn54pu64,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\1Mjxn54pu64_000282_000292.mp4
ddT080bNxsA,flipping pancake,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\ddT080bNxsA_000001_000011.mp4
EvyIpX20mNA,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\EvyIpX20mNA_000701_000711.mp4
1kgFsFFxsQ8,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\1kgFsFFxsQ8_000076_000086.mp4
ikFzbj7pMm0,fixing hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\ikFzbj7pMm0_000427_000437.mp4
oJ1DAfmZPy4,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\oJ1DAfmZPy4_000032_000042.mp4
HUvQWnWE3p0,balloon blowing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\HUvQWnWE3p0_000051_000061.mp4
Y42YMszK9f0,texting,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\Y42YMszK9f0_000041_000051.mp4
AMkyUP8U6go,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\AMkyUP8U6go_000018_000028.mp4
ndN2jPjEmF8,texting,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\ndN2jPjEmF8_000016_000026.mp4
TBTkFJqmp6Y,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\TBTkFJqmp6Y_000047_000057.mp4
hYiNi85R13g,balloon blowing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\hYiNi85R13g_000201_000211.mp4
k-9jia8UtuY,shot put,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\k-9jia8UtuY_000000_000010.mp4
mvrNGLasuyM,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\mvrNGLasuyM_001271_001281.mp4
uJoEcDIYZ1s,writing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\uJoEcDIYZ1s_000245_000255.mp4
e8SHJwNbvvE,shot put,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\e8SHJwNbvvE_000002_000012.mp4
yVzYQJyl-Zw,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\yVzYQJyl-Zw_000279_000289.mp4
hmGxobDPARU,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\hmGxobDPARU_000046_000056.mp4
XfPpxX05cAo,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\XfPpxX05cAo_000056_000066.mp4
eLVjJ8zwqQQ,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\eLVjJ8zwqQQ_000002_000012.mp4
VjTx-S3fjhM,writing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\VjTx-S3fjhM_000455_000465.mp4
FDWJkX5VMHA,golf driving,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\FDWJkX5VMHA_000006_000016.mp4
kmx9ZqitSzA,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\kmx9ZqitSzA_000415_000425.mp4
FtuO1n56uF0,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\FtuO1n56uF0_000128_000138.mp4
PRtpq6RiALI,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\PRtpq6RiALI_000292_000302.mp4
gXxNoMZ-65U,golf driving,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\gXxNoMZ-65U_000000_000010.mp4
zGxoPyejAgc,shot put,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\zGxoPyejAgc_000002_000012.mp4
QF6vUyiDdT0,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\QF6vUyiDdT0_000116_000126.mp4
8Ysn1TGsAUE,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\8Ysn1TGsAUE_000004_000014.mp4
giFHH4oQM-I,hopscotch,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\giFHH4oQM-I_000011_000021.mp4
wnMVg56ke7w,situp,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\wnMVg56ke7w_000009_000019.mp4
wBbeLEpNpVg,riding camel,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\wBbeLEpNpVg_000083_000093.mp4
QRYXzWgSWkA,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\QRYXzWgSWkA_000250_000260.mp4
QMNdIJe4ILQ,shot put,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\QMNdIJe4ILQ_000000_000010.mp4
KqHhX2cmYoI,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\KqHhX2cmYoI_000012_000022.mp4
z5ySZpfcO4Q,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\z5ySZpfcO4Q_000056_000066.mp4
rv27f01KWD0,balloon blowing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\rv27f01KWD0_000158_000168.mp4
pBHIaG806cM,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\pBHIaG806cM_000059_000069.mp4
lc5cVoiD7H0,flipping pancake,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\lc5cVoiD7H0_000022_000032.mp4
12UpGIQWnvY,shot put,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\12UpGIQWnvY_000002_000012.mp4
vKclOIReV5w,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\vKclOIReV5w_000947_000957.mp4
wwri9znosdU,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\wwri9znosdU_000007_000017.mp4
4q9XMVg1Bic,golf driving,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\4q9XMVg1Bic_000004_000014.mp4
UjqqhE4SAwg,spraying,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\UjqqhE4SAwg_000035_000045.mp4
jSh6VJYRV-g,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\jSh6VJYRV-g_000337_000347.mp4
aDPUqnBnHmw,flipping pancake,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\aDPUqnBnHmw_000001_000011.mp4
CtLltVqpWNA,hopscotch,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\CtLltVqpWNA_000060_000070.mp4
klGbqd23boM,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\klGbqd23boM_000001_000011.mp4
SWcXL0cr2iw,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\SWcXL0cr2iw_000135_000145.mp4
9OP-Z5J3jJQ,playing kickball,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\9OP-Z5J3jJQ_000028_000038.mp4
UsvlfKXvoP8,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\UsvlfKXvoP8_000234_000244.mp4
jkmppVTD7fg,riding camel,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\jkmppVTD7fg_000012_000022.mp4
DYjK0oFM2dk,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\DYjK0oFM2dk_000155_000165.mp4
a596v--T1NI,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\a596v--T1NI_000118_000128.mp4
tWcZ9H91HXo,spraying,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\tWcZ9H91HXo_000299_000309.mp4
m48Nt3wjRXQ,flipping pancake,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\m48Nt3wjRXQ_000002_000012.mp4
kE0qN5rSWUE,hopscotch,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\kE0qN5rSWUE_000007_000017.mp4
DgPyHvGPGyY,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\DgPyHvGPGyY_000003_000013.mp4
4EvMAimEl2c,texting,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\4EvMAimEl2c_000027_000037.mp4
2FWYE068Niw,golf driving,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\2FWYE068Niw_000011_000021.mp4
1vU2dYjFkTs,balloon blowing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\1vU2dYjFkTs_000016_000026.mp4
zPTnxRVtTjo,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\zPTnxRVtTjo_000003_000013.mp4
476DqT0eCdQ,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\476DqT0eCdQ_000184_000194.mp4
Fj14uxSTaio,ripping paper,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\Fj14uxSTaio_000016_000026.mp4
WrxJRebpzV4,spraying,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\WrxJRebpzV4_000014_000024.mp4
vH-Lva-DW90,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\vH-Lva-DW90_000068_000078.mp4
8rNaCGL7uTs,shot put,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\8rNaCGL7uTs_000001_000011.mp4
31QIvosCVZw,hopscotch,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\31QIvosCVZw_000004_000014.mp4
qYcy7qnQRDQ,stretching leg,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\qYcy7qnQRDQ_000022_000032.mp4
kKuYXphrTPA,fixing hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\kKuYXphrTPA_000217_000227.mp4
wP0038m8bSg,writing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\wP0038m8bSg_000069_000079.mp4
J2pwoJXxOD4,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\J2pwoJXxOD4_000016_000026.mp4
hJrmtPyWG2k,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\hJrmtPyWG2k_000261_000271.mp4
4uVxzpXjNFI,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\4uVxzpXjNFI_000037_000047.mp4
BkPnh32UaHo,situp,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\BkPnh32UaHo_000019_000029.mp4
aEpDPR00RR8,shot put,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\aEpDPR00RR8_000022_000032.mp4
3VoXKQSzcOs,stretching leg,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\3VoXKQSzcOs_000041_000051.mp4
Yc4YNsdsWrs,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\Yc4YNsdsWrs_000113_000123.mp4
7OXdwtDWOdM,stretching leg,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\7OXdwtDWOdM_000003_000013.mp4
6F5C1YOj33Y,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\6F5C1YOj33Y_000084_000094.mp4
YvXbZ1RTYDA,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\YvXbZ1RTYDA_000144_000154.mp4
ZZq30L-EIVM,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\ZZq30L-EIVM_000003_000013.mp4
ntDVsrINJCM,golf driving,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\ntDVsrINJCM_000012_000022.mp4
lHh8Em2MohI,golf driving,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\lHh8Em2MohI_000000_000010.mp4
qe2a7Cph1jY,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\qe2a7Cph1jY_000224_000234.mp4
YydNn-Dr38w,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\YydNn-Dr38w_000049_000059.mp4
lZOfMduaydo,golf driving,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\lZOfMduaydo_000294_000304 (1).mp4
bDlztaKJZjE,hopscotch,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\bDlztaKJZjE_000004_000014.mp4
SlIm7UjWcKU,situp,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\SlIm7UjWcKU_000002_000012.mp4
I1K90CTL180,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\I1K90CTL180_000008_000018.mp4
YkEFCNl9lFk,hopscotch,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\YkEFCNl9lFk_000007_000017.mp4
HiUYgIElhVM,hopscotch,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\HiUYgIElhVM_000289_000299.mp4
NjepDxF-Q2M,golf driving,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\NjepDxF-Q2M_000000_000010.mp4
aY-m8VDAtN4,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\aY-m8VDAtN4_000047_000057.mp4
TqRBAS5T2JY,shot put,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\TqRBAS5T2JY_000004_000014.mp4
9EooVNwSBBY,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\9EooVNwSBBY_000093_000103.mp4
coSzzKdb8uU,spraying,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\coSzzKdb8uU_000290_000300.mp4
wlgzwLGvko8,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\wlgzwLGvko8_000030_000040.mp4
lFIhGvZtY1U,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\lFIhGvZtY1U_000003_000013.mp4
iyF1UoCIH7Q,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\iyF1UoCIH7Q_000088_000098.mp4
ZRSR0HVgUOw,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\ZRSR0HVgUOw_000163_000173.mp4
rG75qGXdlcg,spraying,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\rG75qGXdlcg_000003_000013.mp4
ZWWdMp9DxiI,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\ZWWdMp9DxiI_001061_001071.mp4
cyPBXEjPLvY,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\cyPBXEjPLvY_000251_000261.mp4
JM6dkL15qJ4,stretching leg,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\JM6dkL15qJ4_000004_000014.mp4
rr4SYibAurk,flipping pancake,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\rr4SYibAurk_000000_000010.mp4
V1UwDX01MUQ,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\V1UwDX01MUQ_000290_000300.mp4
KPm6HBHPoYk,golf driving,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\KPm6HBHPoYk_000000_000010.mp4
cGyqB7zwIjg,situp,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\cGyqB7zwIjg_000321_000331.mp4
06FKXtuErCc,balloon blowing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\06FKXtuErCc_000078_000088.mp4
hvDg0j5JAwQ,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\hvDg0j5JAwQ_000000_000010.mp4
cGcBh7aI480,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\cGcBh7aI480_000036_000046.mp4
ZEXBMHdFaoE,riding camel,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\ZEXBMHdFaoE_000056_000066.mp4
iV5u8MJetoU,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\iV5u8MJetoU_000033_000043.mp4
eNq8r4S5jSk,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\eNq8r4S5jSk_000093_000103.mp4
5ik5f7rOtgU,stretching leg,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\5ik5f7rOtgU_000000_000010.mp4
r8zwMZsYQGA,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\r8zwMZsYQGA_000052_000062.mp4
WR0P5mSM8oM,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\WR0P5mSM8oM_000036_000046.mp4
hsqTwKvGZYs,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\hsqTwKvGZYs_000014_000024.mp4
6E40eQqeSUs,fixing hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\6E40eQqeSUs_000108_000118.mp4
qYXljToHAnQ,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\qYXljToHAnQ_000280_000290.mp4
BMnff-AMGhQ,shot put,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\BMnff-AMGhQ_000004_000014.mp4
5kVJlNR2c-c,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\5kVJlNR2c-c_000033_000043.mp4
A2bNrvS3lyQ,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\A2bNrvS3lyQ_000254_000264.mp4
b-7E1hkHpoE,flipping pancake,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\b-7E1hkHpoE_000022_000032.mp4
znQWIuBUrRI,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\znQWIuBUrRI_000001_000011.mp4
2qh2nVrRzbw,fixing hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\2qh2nVrRzbw_000002_000012.mp4
dAah8xPwr-g,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\dAah8xPwr-g_000047_000057.mp4
XT1d1Ecyqr8,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\XT1d1Ecyqr8_000015_000025.mp4
wyiBjWZlQDs,situp,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\wyiBjWZlQDs_000003_000013.mp4
eh951TDefRM,situp,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\eh951TDefRM_000312_000322.mp4
D01dmHYACz4,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\D01dmHYACz4_000241_000251.mp4
kPvVEBWnAb8,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\kPvVEBWnAb8_000186_000196.mp4
l3FIajCJqP8,texting,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\l3FIajCJqP8_000017_000027.mp4
-vv8EhbjM7E,fixing hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\-vv8EhbjM7E_000213_000223.mp4
5LABFsXbiUE,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\5LABFsXbiUE_000072_000082.mp4
hNlE87rR9as,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\hNlE87rR9as_000115_000125.mp4
WcdU9qzerQg,situp,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\WcdU9qzerQg_000053_000063.mp4
m-APsmKQwSA,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\m-APsmKQwSA_000300_000310.mp4
KeOkjMaA4F8,riding camel,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\KeOkjMaA4F8_000007_000017.mp4
bXNv2KpVOE0,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\bXNv2KpVOE0_000162_000172.mp4
D-fkS81-a3Q,spraying,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\D-fkS81-a3Q_000189_000199.mp4
